epoch,accuracy,loss,val_accuracy,val_loss
0,0.9889350533485413,0.04306890442967415,NA,NA
1,0.990185558795929,0.03749997913837433,NA,NA
2,0.9906101226806641,0.03376701846718788,NA,NA
3,0.9906840324401855,0.03345382586121559,NA,NA
4,0.9907786250114441,0.03298894688487053,NA,NA
5,0.9908302426338196,0.03441338986158371,NA,NA
6,0.9908151030540466,0.036210037767887115,NA,NA
7,0.990912139415741,0.03171849623322487,NA,NA
8,0.9910486936569214,0.03133467957377434,NA,NA
9,0.9909656047821045,0.031666990369558334,NA,NA
10,0.9909870028495789,0.033097997307777405,NA,NA
11,0.9907882213592529,0.03909267485141754,NA,NA
12,0.9909663796424866,0.033390793949365616,NA,NA
13,0.9909308552742004,0.03410873934626579,NA,NA
14,0.9909800887107849,0.03291790559887886,NA,NA
15,0.9907183647155762,0.03289482370018959,NA,NA
16,0.9909573793411255,0.03115042671561241,NA,NA
17,0.9909390807151794,0.03394079580903053,NA,NA
18,0.9911284446716309,0.032721251249313354,NA,NA
19,0.9909087419509888,0.03833620995283127,NA,NA
20,0.9910273551940918,0.03395967185497284,NA,NA
21,0.9909442663192749,0.03530184179544449,NA,NA
22,0.9909038543701172,0.035022735595703125,NA,NA
23,0.9908818006515503,0.03714153915643692,NA,NA
24,0.9909723401069641,0.0331864096224308,NA,NA
