epoch,accuracy,loss,val_accuracy,val_loss
0,0.9937164187431335,0.041413985192775726,0.20953939855098724,2.067621946334839
1,0.9911217093467712,0.04256945848464966,0.9998738169670105,0.20201356709003448
2,0.9943452477455139,0.028596913442015648,0.7906632423400879,0.4234577715396881
3,0.9959750175476074,0.024275440722703934,0.8946873545646667,0.5388387441635132
4,0.9962484240531921,0.02212209813296795,0.7904605865478516,3.5498411655426025
5,0.9959772229194641,0.02303183078765869,0.7904605865478516,1.0540344715118408
6,0.9940463900566101,0.02801305428147316,0.7904605865478516,1.2812578678131104
7,0.9956472516059875,0.022471141070127487,0.7904605865478516,1.559340000152588
8,0.9966269135475159,0.019341634586453438,0.7904605865478516,0.9672420620918274
9,0.9966073036193848,0.019000565633177757,0.7904605865478516,0.8357463479042053
10,0.9965683817863464,0.018786124885082245,0.7904605865478516,1.187513828277588
11,0.9966721534729004,0.019109034910798073,0.7904605865478516,1.16972017288208
12,0.9968910217285156,0.017982445657253265,0.7904644012451172,0.9275952577590942
13,0.9966124296188354,0.01986985094845295,0.7904605865478516,0.9125487804412842
14,0.9963759779930115,0.021373912692070007,0.7904605865478516,1.4206122159957886
15,0.996690034866333,0.019417284056544304,0.7904605865478516,1.514272928237915
16,0.9970804452896118,0.01764814555644989,0.7904605865478516,1.8254475593566895
17,0.996210515499115,0.019958944991230965,0.7904605865478516,1.9703525304794312
18,0.996986448764801,0.01679256744682789,0.7904605865478516,1.0787633657455444
19,0.9961089491844177,0.018534807488322258,0.8951385617256165,0.5607969760894775
20,0.9864808320999146,0.04199659451842308,0.7904605865478516,1.626434087753296
21,0.9961324334144592,0.020594604313373566,0.7904605865478516,1.3274352550506592
22,0.9961527585983276,0.019821828231215477,0.7904605865478516,1.5298521518707275
23,0.9936833381652832,0.02572023496031761,0.7904605865478516,1.4221653938293457
24,0.993966817855835,0.025221897289156914,0.7904605865478516,1.1587092876434326
25,0.99388188123703,0.023933568969368935,0.7904605865478516,0.8468411564826965
26,0.9940165281295776,0.0224751066416502,0.7904605865478516,1.1943936347961426
27,0.9957209229469299,0.021788090467453003,0.7905600070953369,1.114713430404663
28,0.994152843952179,0.021544193848967552,0.7922003865242004,0.9792313575744629
29,0.9942967891693115,0.02075163647532463,0.895153820514679,0.8344478011131287
30,0.994143545627594,0.022563448175787926,0.8985186815261841,0.7088861465454102
31,0.9962834715843201,0.019081806764006615,0.8190772533416748,0.9098706245422363
32,0.9964638352394104,0.016962958499789238,0.7914241552352905,1.3052053451538086
33,0.9964981079101562,0.021822724491357803,0.7905102968215942,1.7955567836761475
34,0.9969042539596558,0.018383769318461418,0.7905294299125671,1.7737535238265991
35,0.9959691762924194,0.019957365468144417,0.790690004825592,1.5994638204574585
36,0.9959542155265808,0.02222357504069805,0.7904605865478516,2.472654342651367
37,0.996532678604126,0.019816651940345764,0.7904605865478516,1.2924922704696655
38,0.9964988827705383,0.018958626314997673,0.7905294299125671,1.433646321296692
39,0.9971845149993896,0.01804223656654358,0.7904682755470276,2.442430257797241
40,0.9964141845703125,0.018523937091231346,0.7904605865478516,1.542644739151001
41,0.996387243270874,0.018774012103676796,0.7905753254890442,2.412505626678467
42,0.9964482188224792,0.01691455952823162,0.7904720902442932,1.4742224216461182
43,0.9945014715194702,0.022824829444289207,0.899837851524353,0.7005176544189453
44,0.9943053722381592,0.024987487122416496,0.7904605865478516,1.6424267292022705
45,0.9949275851249695,0.02287440560758114,0.7912291884422302,1.307754397392273
46,0.9944084286689758,0.022166218608617783,0.7907167673110962,1.316011905670166
47,0.9944003224372864,0.021053683012723923,0.7904605865478516,1.9236435890197754
48,0.9958239793777466,0.020346136763691902,0.7905179858207703,1.3855596780776978
49,0.9969960451126099,0.016582243144512177,0.7904605865478516,1.003892183303833
