epoch,accuracy,loss,val_accuracy,val_loss
0,0.9993161559104919,0.0060502467676997185,0.8018525838851929,6.558842182159424
1,0.9991945028305054,0.01618414930999279,0.7975583672523499,16.72547721862793
2,0.9989871978759766,0.022343482822179794,0.8944963812828064,11.110468864440918
3,0.998443603515625,0.018346847966313362,0.8944963812828064,2.4478952884674072
4,0.9989321231842041,0.019891563802957535,0.8944963812828064,2.5870158672332764
5,0.9984604716300964,0.02911217138171196,0.8944963812828064,4.872905731201172
6,0.9986210465431213,0.02665085718035698,0.8944963812828064,2.2603631019592285
7,0.998651385307312,0.015076665207743645,0.8944963812828064,2.8528201580047607
8,0.9990670084953308,0.013633822090923786,0.8945497274398804,3.1009795665740967
9,0.9988861083984375,0.01673068292438984,0.8065277934074402,2.5531952381134033
10,0.9989421367645264,0.01654730550944805,0.8944963812828064,1.9860851764678955
11,0.9992201924324036,0.009450780227780342,0.9897769689559937,0.050808459520339966
12,0.9993183612823486,0.009816554374992847,0.8945116400718689,0.6233659386634827
13,0.9992679357528687,0.00847173947840929,0.9668922424316406,0.06927429884672165
14,0.9993171095848083,0.004828343633562326,0.9813371300697327,0.04542005807161331
15,0.9993577599525452,0.007153536658734083,0.999405562877655,0.002002961002290249
16,0.9991700053215027,0.010610074736177921,0.9980376958847046,0.01140622142702341
17,0.9989615082740784,0.02199452929198742,0.8944925665855408,1.1294856071472168
18,0.9989115595817566,0.02323307655751705,0.791019856929779,1.3657170534133911
19,0.998547375202179,0.020124228671193123,0.8944735527038574,0.4210122525691986
20,0.9948006272315979,0.03795316815376282,0.7909817695617676,2.104057788848877
21,0.9988491535186768,0.011910255998373032,0.8963634371757507,0.24780061841011047
22,0.9988347291946411,0.010434068739414215,0.9990779161453247,0.0062967026606202126
23,0.999394953250885,0.0070553133264184,0.9993903636932373,0.001806839369237423
24,0.9992809295654297,0.010030103847384453,0.8949231505393982,0.44610539078712463
25,0.9990922212600708,0.008190159685909748,0.8963634371757507,0.3592902719974518
26,0.9989940524101257,0.013144422322511673,0.9985178112983704,0.0056757391430437565
27,0.9991793036460876,0.008397958241403103,0.9720704555511475,0.0711379274725914
28,0.9992349147796631,0.008259828202426434,0.8959633708000183,2.476783037185669
29,0.9993518590927124,0.012978056445717812,0.9993674755096436,0.001762012834660709
30,0.9991822838783264,0.008915887214243412,0.8963634371757507,0.6260883212089539
31,0.9988709092140198,0.010472334921360016,0.9992112517356873,0.003999036271125078
32,0.9994272589683533,0.004430445842444897,0.9977976679801941,0.009562714025378227
33,0.99935382604599,0.0062011550180613995,0.9952828288078308,0.030449723824858665
34,0.9993011951446533,0.01310183946043253,0.9999275803565979,0.0002623690525069833
35,0.9995126724243164,0.0067349825985729694,0.9991693496704102,0.0026578258257359266
36,0.999347984790802,0.0070036775432527065,0.992527961730957,0.02629026770591736
37,0.9993553161621094,0.0050493995659053326,0.8963634371757507,1.1031992435455322
38,0.9992806315422058,0.008332052268087864,0.908362090587616,0.12602940201759338
39,0.9990890026092529,0.006392791401594877,0.9976261854171753,0.006778168957680464
40,0.9995728731155396,0.0031199201475828886,0.998776912689209,0.0057938434183597565
41,0.999401330947876,0.005872655659914017,0.9991083741188049,0.004191372077912092
42,0.9995611310005188,0.0076713161543011665,0.999287486076355,0.0030264745000749826
43,0.9990809559822083,0.010882535949349403,0.8963634371757507,2.216074228286743
44,0.998994767665863,0.035309161990880966,0.9873878955841064,0.05228434130549431
45,0.9991316199302673,0.010415610857307911,0.9734992980957031,0.05476467311382294
46,0.9993088245391846,0.006208703387528658,0.9991388916969299,0.003602582961320877
47,0.9993389248847961,0.01926959678530693,0.9993903636932373,0.005873464979231358
48,0.9992965459823608,0.004998845513910055,0.9983539581298828,0.011352338828146458
49,0.9991423487663269,0.018299201503396034,0.9994437098503113,0.0027430541813373566
